HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"91/3 Trần Hưng Đạo, Dương Đông, Đảo Phú Quốc 920000 Việt Nam",7,77,384,"Tiếng Việt, Tiếng Anh",,9 Station Hostel Phú Quốc,1.477.273 ₫,363.636 ₫,"363.636 ₫, - ,1.477.273 ₫","Gần 9 Station Hostel Phú Quốc có điểm du lịch nổi tiếng nào?, ,9 Station Hostel Phú Quốc có những tiện nghi tại cơ sở kinh doanh gì?, ,9 Station Hostel Phú Quốc có những lựa chọn đồ ăn & đồ uống gì?, ,9 Station Hostel Phú Quốc có chỗ đỗ xe không?, ,Gần 9 Station Hostel Phú Quốc có nhà hàng nào?, ,Tôi có thể tập thể dục tại 9 Station Hostel Phú Quốc không?, ,9 Station Hostel Phú Quốc có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại 9 Station Hostel Phú Quốc nói ngôn ngữ gì?, ",163,731 đánh giá,Xếp thứ 1 trong 26 nhà trọ tại Dương Đông,50,"3,0",54,Tuyệt vời,38,"Thời thượng,Quyến rũ",,76,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d11736915-Reviews-9_Station_Hostel_Bar_Phu_Quoc-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"621/7 Hai Ba Trung, Hội An 560000 Việt Nam",280,89,14,Tiếng Anh,,Hoi An Heart Lodge,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Hoi An Heart Lodge có điểm du lịch nổi tiếng nào?, ,Hoi An Heart Lodge có những tiện nghi tại cơ sở kinh doanh gì?, ,Hoi An Heart Lodge có những tiện nghi phòng gì?, ,Hoi An Heart Lodge có những lựa chọn đồ ăn & đồ uống gì?, ,Hoi An Heart Lodge có chỗ đỗ xe không?, ,Gần Hoi An Heart Lodge có nhà hàng nào?, ,Tôi có thể tập thể dục tại Hoi An Heart Lodge không?, ,Hoi An Heart Lodge có dịch vụ đưa đón tại sân bay không?, ,Hoi An Heart Lodge có nằm gần trung tâm thành phố không?, ,Có di tích lịch sử nào gần Hoi An Heart Lodge không?, ",6,9 đánh giá,Số 12 trong 17 khách sạn đặc biệt tại Hội An,50,NA,326,Tuyệt vời,9,,,2,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21235316-Reviews-Hoi_An_Heart_Lodge-Hoi_An_Quang_Nam_Province.html
"129 Nguyen Duy Hieu, Hội An Việt Nam",90,94,,,,Hoa Hung Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Hoa Hung Homestay có điểm du lịch nổi tiếng nào?, ,Gần Hoa Hung Homestay có nhà hàng nào?, ,Hoa Hung Homestay có nằm gần trung tâm thành phố không?, ,Hoa Hung Homestay có cho phép vật nuôi không?, ",,8 đánh giá,Xếp thứ 43 trong 52 nhà trọ tại Hội An,45,"2,0",112,Tuyệt vời,5,"Bình dân,Cổ kính",,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d9456892-Reviews-Hoa_Hung_Homestay-Hoi_An_Quang_Nam_Province.html
"199 Lý Thường Kiệt, Hội An Việt Nam",113,93,,,,The Little House,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần The Little House có điểm du lịch nổi tiếng nào?, ,The Little House có những tiện nghi tại cơ sở kinh doanh gì?, ,The Little House có chỗ đỗ xe không?, ,Gần The Little House có nhà hàng nào?, ,The Little House có dịch vụ đưa đón tại sân bay không?, ,The Little House có nằm gần trung tâm thành phố không?, ",,1 đánh giá,Số 85 trong 95 khách sạn nhỏ tại Hội An,50,NA,162,Tuyệt vời,5,Cổ kính,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d13384216-Reviews-The_Little_House-Hoi_An_Quang_Nam_Province.html
"1A Thác Bạc, Sapa Việt Nam",14,100,353,"Tiếng Việt, Tiếng Anh",,Khách sạn Sapa Dragon,1.295.455 ₫,568.182 ₫,"568.182 ₫, - ,1.295.455 ₫","Gần Khách sạn Sapa Dragon có điểm du lịch nổi tiếng nào?, ,Khách sạn Sapa Dragon có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Sapa Dragon có những tiện nghi phòng gì?, ,Khách sạn Sapa Dragon có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Khách sạn Sapa Dragon có nhà hàng nào?, ,Khách sạn Sapa Dragon có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Sapa Dragon có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Sapa Dragon có nằm gần trung tâm thành phố không?, ,Khách sạn Sapa Dragon có dịch vụ dọn phòng không?, ,Nhân viên tại Khách sạn Sapa Dragon nói ngôn ngữ gì?, ,Khách sạn Sapa Dragon có tầm nhìn đẹp không?, ",50,734 đánh giá,Số 11 trong 112 khách sạn tại Sapa,50,"3,0",111,Tuyệt vời,20,"Công tác,Yên tĩnh",,24,https://www.tripadvisor.com.vn/Hotel_Review-g311304-d8856863-Reviews-Sapa_Dragon_Hotel-Sapa_Lao_Cai_Province.html
"Tổ 3, Khối An Tân, Phường Cẩm An next An Bang beach, Hội An Việt Nam",5,82,,,,Life Beach Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Life Beach Villa có điểm du lịch nổi tiếng nào?, ,Life Beach Villa có những tiện nghi tại cơ sở kinh doanh gì?, ,Life Beach Villa có những lựa chọn đồ ăn & đồ uống gì?, ,Life Beach Villa có chỗ đỗ xe không?, ,Gần Life Beach Villa có nhà hàng nào?, ,Tôi có thể tập thể dục tại Life Beach Villa không?, ,Life Beach Villa có dịch vụ đưa đón tại sân bay không?, ,Có di tích lịch sử nào gần Life Beach Villa không?, ,Life Beach Villa có trợ năng không?, ",,3 đánh giá,Xếp thứ 71 trong 76 biệt thự tại Hội An,50,NA,78,Tuyệt vời,8,"Cổ kính,Gia đình",,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d11691592-Reviews-Life_Beach_Villa-Hoi_An_Quang_Nam_Province.html
"192 Nguyễn Duy Hiệu, Hội An Việt Nam",14,85,,,,Ruby Garden Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Ruby Garden Villa có điểm du lịch nổi tiếng nào?, ,Gần Ruby Garden Villa có nhà hàng nào?, ,Ruby Garden Villa có nằm gần trung tâm thành phố không?, ",,1 đánh giá,Xếp thứ 76 trong 76 biệt thự tại Hội An,50,NA,75,Tuyệt vời,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d12268557-Reviews-Ruby_Garden_Villa-Hoi_An_Quang_Nam_Province.html
"Luong Nhu Bich, Hội An Việt Nam",67,100,,,,Cam Nam Riverside,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Cam Nam Riverside có điểm du lịch nổi tiếng nào?, ,Gần Cam Nam Riverside có nhà hàng nào?, ",,1 đánh giá,Số 12 trong 13 cơ sở kinh doanh dịch vụ hạn chế tại Hội An,50,NA,170,Tuyệt vời,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d17707603-Reviews-Cam_Nam_Riverside-Hoi_An_Quang_Nam_Province.html
"Tan Thanh, Cam An, Hội An Việt Nam",335,100,,"Tiếng Việt, Tiếng Anh, Tiếng Pháp",,Tom's House,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Tom's House có điểm du lịch nổi tiếng nào?, ,Tom's House có những tiện nghi tại cơ sở kinh doanh gì?, ,Tom's House có những lựa chọn đồ ăn & đồ uống gì?, ,Tom's House có chỗ đỗ xe không?, ,Gần Tom's House có nhà hàng nào?, ,Tom's House có dịch vụ đưa đón tại sân bay không?, ,Tom's House có nằm gần trung tâm thành phố không?, ,Nhân viên tại Tom's House nói ngôn ngữ gì?, ",,4 đánh giá,Số 41 trong 45 B&B tại Hội An,50,NA,390,Tuyệt vời,3,Gia đình,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d10429892-Reviews-Tom_s_House-Hoi_An_Quang_Nam_Province.html
"38 Lò Sũ, Q. Hoàn Kiếm Khu phố cổ, Hà Nội 100000 Việt Nam",122,100,355,Tiếng Việt,,Hanoi Emerald Waters Hotel Trendy,1.727.273 ₫,522.727 ₫,"522.727 ₫, - ,1.727.273 ₫","Gần Hanoi Emerald Waters Hotel Trendy có điểm du lịch nổi tiếng nào?, ,Hanoi Emerald Waters Hotel Trendy có những tiện nghi tại cơ sở kinh doanh gì?, ,Hanoi Emerald Waters Hotel Trendy có những tiện nghi phòng gì?, ,Hanoi Emerald Waters Hotel Trendy có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Hanoi Emerald Waters Hotel Trendy có nhà hàng nào?, ,Hanoi Emerald Waters Hotel Trendy có dịch vụ đưa đón tại sân bay không?, ,Hanoi Emerald Waters Hotel Trendy có dịch vụ đưa đón tại sân bay không?, ,Hanoi Emerald Waters Hotel Trendy có nằm gần trung tâm thành phố không?, ,Hanoi Emerald Waters Hotel Trendy có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Hanoi Emerald Waters Hotel Trendy không?, ,Hanoi Emerald Waters Hotel Trendy có trợ năng không?, ",51,737 đánh giá,Số 40 trong 704 khách sạn tại Hà Nội,50,"3,0",463,Tuyệt vời,38,"Hạng trung,Yên tĩnh",,51,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d627723-Reviews-Hanoi_Emerald_Waters_Hotel_Trendy-Hanoi.html
"Cam Thanh commune, Thanh Dong hamlet, Hội An Việt Nam",0,43,,"Tiếng Việt, Tiếng Anh",,Amelie Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Amelie Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Amelie Homestay có những tiện nghi phòng gì?, ,Amelie Homestay có những lựa chọn đồ ăn & đồ uống gì?, ,Amelie Homestay có chỗ đỗ xe không?, ,Gần Amelie Homestay có nhà hàng nào?, ,Amelie Homestay có dịch vụ đưa đón tại sân bay không?, ,Amelie Homestay có cho phép vật nuôi không?, ,Nhân viên tại Amelie Homestay nói ngôn ngữ gì?, ",,0,,0,NA,17,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d13346582-Reviews-Amelie_Homestay-Hoi_An_Quang_Nam_Province.html
"Hoang Dieu, Nam Phuoc Town, Duy Xuyen District, Hội An Việt Nam",0,0,,"Tiếng Việt, Tiếng Anh",,Sao Khue Guesthouse,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Sao Khue Guesthouse có điểm du lịch nổi tiếng nào?, ,Sao Khue Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Sao Khue Guesthouse có chỗ đỗ xe không?, ,Gần Sao Khue Guesthouse có nhà hàng nào?, ,Sao Khue Guesthouse có cho phép vật nuôi không?, ,Nhân viên tại Sao Khue Guesthouse nói ngôn ngữ gì?, ",,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d12529567-Reviews-Sao_Khue_Guesthouse-Hoi_An_Quang_Nam_Province.html
"Thanh Dong Hamlet, Cam Thanh Village, Hội An Việt Nam",41,92,,"Tiếng Việt, Tiếng Anh",,Stay Hostel Hoi An,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Stay Hostel Hoi An có điểm du lịch nổi tiếng nào?, ,Stay Hostel Hoi An có những tiện nghi tại cơ sở kinh doanh gì?, ,Stay Hostel Hoi An có chỗ đỗ xe không?, ,Gần Stay Hostel Hoi An có nhà hàng nào?, ,Stay Hostel Hoi An có dịch vụ đưa đón tại sân bay không?, ,Stay Hostel Hoi An có dịch vụ đưa đón tại sân bay không?, ,Stay Hostel Hoi An có nằm gần trung tâm thành phố không?, ,Stay Hostel Hoi An có dịch vụ dọn phòng không?, ,Stay Hostel Hoi An có cho phép vật nuôi không?, ,Nhân viên tại Stay Hostel Hoi An nói ngôn ngữ gì?, ",,0,,0,NA,70,,18,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d11798393-Reviews-Stay_Hostel_Hoi_An-Hoi_An_Quang_Nam_Province.html
"25, Alley 93, Nguyen Duy Hieu Street, Hội An Việt Nam",10,70,,,,Sol Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Sol Villa có điểm du lịch nổi tiếng nào?, ,Gần Sol Villa có nhà hàng nào?, ",,0,,0,NA,40,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21370917-Reviews-Sol_Villa-Hoi_An_Quang_Nam_Province.html
"103 Lý Thường Kiệt Sơn Phong, Hội An 560000 Việt Nam",50,93,20,"Tiếng Việt, Tiếng Anh, Tiếng Nga, Tiếng Tây Ban Nha",,Hoàng Phong Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Hoàng Phong Homestay có điểm du lịch nổi tiếng nào?, ,Hoàng Phong Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Hoàng Phong Homestay có những tiện nghi phòng gì?, ,Hoàng Phong Homestay có những lựa chọn đồ ăn & đồ uống gì?, ,Hoàng Phong Homestay có chỗ đỗ xe không?, ,Gần Hoàng Phong Homestay có nhà hàng nào?, ,Hoàng Phong Homestay có nằm gần trung tâm thành phố không?, ,Hoàng Phong Homestay có dịch vụ dọn phòng không?, ,Nhân viên tại Hoàng Phong Homestay nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Hoàng Phong Homestay không?, ",1,0,,0,NA,101,,6,,,6,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d20265423-Reviews-Hoang_Phong_Homestay-Hoi_An_Quang_Nam_Province.html
"To 4 - Vong Nhi - Cam Thanh, Hội An Việt Nam",5,72,,,,Grass Garden Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Grass Garden Villa có điểm du lịch nổi tiếng nào?, ,Gần Grass Garden Villa có nhà hàng nào?, ",,0,,0,NA,35,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d19366244-Reviews-Grass_Garden_Villa-Hoi_An_Quang_Nam_Province.html
"90/57a Hung Vuong, Hội An Việt Nam",14,89,,,,RuBy Koi Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần RuBy Koi Homestay có điểm du lịch nổi tiếng nào?, ,Gần RuBy Koi Homestay có nhà hàng nào?, ",,0,,0,NA,47,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d17658187-Reviews-RuBy_Koi_Homestay-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Terrace Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d20999094-Reviews-Terrace_Homestay-Hoi_An_Quang_Nam_Province.html
"24 Nguyen Van Cu, Hội An Việt Nam",9,53,,,,New Friend Hoi An Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần New Friend Hoi An Homestay có điểm du lịch nổi tiếng nào?, ,Gần New Friend Hoi An Homestay có nhà hàng nào?, ",,0,,0,"3,0",22,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d17730816-Reviews-New_Friend_Hoi_An_Homestay-Hoi_An_Quang_Nam_Province.html
"To 1, Khoi Phuoc Trach, Au Co, Hội An 440000 Việt Nam",1,44,,,,HA Hotel Apartments Hoi An Ocean Front,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần HA Hotel Apartments Hoi An Ocean Front có điểm du lịch nổi tiếng nào?, ,Gần HA Hotel Apartments Hoi An Ocean Front có nhà hàng nào?, ",,0,,0,"4,0",10,,35,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21126908-Reviews-HA_Hotel_Apartments_Hoi_An_Ocean_Front-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Sake Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,"2,0",0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21307291-Reviews-Sake_Homestay-Hoi_An_Quang_Nam_Province.html
"Tổ 1, Thôn Bãi Làng Xã Tân Hiệp, Hội An Việt Nam",1,37,,,,Monkey Land,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Monkey Land có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,5,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21397445-Reviews-Monkey_Land-Hoi_An_Quang_Nam_Province.html
"An Bang Village, Hội An Việt Nam",41,92,,"Tiếng Việt, Tiếng Anh",,Ocean Bungalow Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Ocean Bungalow Homestay có điểm du lịch nổi tiếng nào?, ,Ocean Bungalow Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Ocean Bungalow Homestay có những tiện nghi phòng gì?, ,Ocean Bungalow Homestay có chỗ đỗ xe không?, ,Gần Ocean Bungalow Homestay có nhà hàng nào?, ,Ocean Bungalow Homestay có dịch vụ đưa đón tại sân bay không?, ,Ocean Bungalow Homestay có nằm gần trung tâm thành phố không?, ,Ocean Bungalow Homestay có dịch vụ dọn phòng không?, ,Nhân viên tại Ocean Bungalow Homestay nói ngôn ngữ gì?, ",,0,,0,NA,70,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d11924685-Reviews-Ocean_Bungalow_Homestay-Hoi_An_Quang_Nam_Province.html
"Group 5, Thanh Nam, Tran Quang Khai, Hội An Việt Nam",15,87,,,,Vườn Hồng Hạc Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Vườn Hồng Hạc Villa có điểm du lịch nổi tiếng nào?, ,Gần Vườn Hồng Hạc Villa có nhà hàng nào?, ,Vườn Hồng Hạc Villa có nằm gần trung tâm thành phố không?, ",,0,,0,NA,69,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23311494-Reviews-Vuon_Hong_Hac_Villa-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Golden Time Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21307605-Reviews-Golden_Time_Homestay-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Nam Ngai Hotel,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,"1,0",0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21344868-Reviews-Nam_Ngai_Hotel-Hoi_An_Quang_Nam_Province.html
"11 Ly Nam De, Hội An Việt Nam",27,85,,,,Oscar Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Oscar Villa có điểm du lịch nổi tiếng nào?, ,Gần Oscar Villa có nhà hàng nào?, ,Oscar Villa có nằm gần trung tâm thành phố không?, ",,0,,0,NA,54,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23362725-Reviews-Oscar_Villa-Hoi_An_Quang_Nam_Province.html
"155/5 Le Thanh Tong, Hội An Việt Nam",4,67,,,,Star Garden,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Star Garden có điểm du lịch nổi tiếng nào?, ,Gần Star Garden có nhà hàng nào?, ",,0,,0,NA,29,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21396392-Reviews-Star_Garden-Hoi_An_Quang_Nam_Province.html
"127 Nguyen Phuc Tan, Hội An Việt Nam",72,100,,,,Mulberry Collection Silk Marina Imperial Wing,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Mulberry Collection Silk Marina Imperial Wing có điểm du lịch nổi tiếng nào?, ,Gần Mulberry Collection Silk Marina Imperial Wing có nhà hàng nào?, ",,0,,0,"4,0",198,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23285518-Reviews-Mulberry_Collection_Silk_Marina_Imperial_Wing-Hoi_An_Quang_Nam_Province.html
"59/24 Duong 18/8 Hoi An Quang Nam Viet Nam, Hội An Việt Nam",38,100,,,,Hoi An Center Town,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Hoi An Center Town có điểm du lịch nổi tiếng nào?, ,Gần Hoi An Center Town có nhà hàng nào?, ",,0,,0,NA,130,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23171040-Reviews-Hoi_An_Center_Town-Hoi_An_Quang_Nam_Province.html
"Bai Huong Village, Tan Hiep, Hội An Việt Nam",0,0,,,,Homestay Bai Huong Official,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Homestay Bai Huong Official có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23362774-Reviews-Homestay_Bai_Huong_Official-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Gia Phat,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,"2,0",0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d23028247-Reviews-Gia_Phat-Hoi_An_Quang_Nam_Province.html
,0,0,,,,Hidden Beach Siesta,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21408714-Reviews-Hidden_Beach_Siesta-Hoi_An_Quang_Nam_Province.html
"Ha My Beach, Hội An Việt Nam",0,0,,,,XuanPhuc,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần XuanPhuc có điểm du lịch nổi tiếng nào?, ,Gần XuanPhuc có nhà hàng nào?, ",,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d14978880-Reviews-XuanPhuc-Hoi_An_Quang_Nam_Province.html
,0,0,,,,La Vista Villa Hoi An,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An",,,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21408639-Reviews-La_Vista_Villa_Hoi_An-Hoi_An_Quang_Nam_Province.html
Hội An Việt Nam,5,47,,,,La Vita Villa,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần La Vita Villa có điểm du lịch nổi tiếng nào?, ,Gần La Vita Villa có nhà hàng nào?, ",,0,,0,NA,14,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d21408675-Reviews-La_Vita_Villa-Hoi_An_Quang_Nam_Province.html
"Bai Huong, Hoi An, Hội An 560000 Việt Nam",0,0,,,,Hanh Ly Bai Huong Homestay,Hội An,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Hội An","Gần Hanh Ly Bai Huong Homestay có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Hội An,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d20936069-Reviews-Hanh_Ly_Bai_Huong_Homestay-Hoi_An_Quang_Nam_Province.html
